timestamp,rssi,movement
2026-07-31T17:20:12.665971,-43.36430112288388,False
2026-07-31T17:20:12.867156,-45.433760248594865,False
2026-07-31T17:20:13.069088,-45.164811905170765,False
2026-07-31T17:20:13.269778,-44.731671747203634,False
2026-07-31T17:20:13.470402,-46.705586716030496,False
2026-07-31T17:20:13.670780,-46.32124446735136,False
2026-07-31T17:20:13.871235,-45.87597019495851,False
2026-07-31T17:20:14.071999,-44.12903319812376,False
2026-07-31T17:20:14.272302,-43.52406435308669,False
2026-07-31T17:20:14.472663,-45.29254314687522,False
2026-07-31T17:20:14.673537,-44.5256328681037,False
2026-07-31T17:20:14.874354,-44.95468974374618,False
2026-07-31T17:20:15.075348,-44.10454648379725,False
2026-07-31T17:20:15.276111,-56.55889332285291,True
2026-07-31T17:20:15.476717,-43.48712114565134,False
2026-07-31T17:20:15.677319,-54.60016812479993,True
2026-07-31T17:20:15.877929,-45.01239777958821,False
2026-07-31T17:20:16.078828,-43.139690204074334,False
2026-07-31T17:20:16.279434,-43.466097146106165,False
2026-07-31T17:20:16.480006,-53.3565865379141,True
2026-07-31T17:20:16.681084,-44.912358877882454,False
2026-07-31T17:20:16.881957,-44.27823464343606,False
2026-07-31T17:20:17.082787,-45.918838021508535,False
2026-07-31T17:20:17.283176,-45.9623167730931,False
2026-07-31T17:20:17.483786,-46.02828476426213,False
2026-07-31T17:20:17.684358,-44.8057072923601,False
2026-07-31T17:20:17.885486,-43.62139897197105,False
2026-07-31T17:20:18.086056,-44.3308471127927,False
2026-07-31T17:20:18.286380,-43.461915014851186,False
2026-07-31T17:20:18.487295,-43.70735520696832,False
2026-07-31T17:20:18.687891,-46.42554719929071,False
2026-07-31T17:20:18.888420,-45.17226162518295,False
2026-07-31T17:20:19.089073,-45.101815785830006,False
2026-07-31T17:20:19.289605,-45.87933784926543,False
2026-07-31T17:20:19.490136,-44.7813771107026,False
2026-07-31T17:20:19.690767,-43.87754478620491,False
2026-07-31T17:20:19.890974,-46.16066018367374,False
2026-07-31T17:20:20.091242,-46.87678082508107,False
2026-07-31T17:20:20.291730,-45.162414676566144,False
2026-07-31T17:20:20.492005,-46.482782444873266,False
2026-07-31T17:20:20.692546,-45.09248841578257,False
2026-07-31T17:20:20.892837,-44.22472691884974,False
2026-07-31T17:20:21.093598,-43.83411208270271,False
2026-07-31T17:20:21.294098,-45.37272246663965,False
2026-07-31T17:20:21.494355,-57.40078303073612,True
2026-07-31T17:20:21.695035,-43.08160316795748,False
2026-07-31T17:20:21.895494,-44.492606294498245,False
2026-07-31T17:20:22.096332,-43.689356904209184,False
2026-07-31T17:20:22.296908,-45.22371619254703,False
2026-07-31T17:20:22.497423,-44.116217015085304,False
2026-07-31T17:20:22.698250,-45.33549358969552,False
2026-07-31T17:20:22.898889,-44.867337763865194,False
2026-07-31T17:20:23.099458,-43.307598582538404,False
2026-07-31T17:20:23.300592,-46.682737092426834,False
2026-07-31T17:20:23.501022,-44.548318437188165,False
2026-07-31T17:20:23.701415,-43.38686883592586,False
2026-07-31T17:20:23.901951,-43.66374078487251,False
2026-07-31T17:20:24.102736,-44.79327889131553,False
2026-07-31T17:20:24.302997,-43.40049923364011,False
2026-07-31T17:20:24.503700,-43.82672505883671,False
2026-07-31T17:20:24.704186,-45.17763343886108,False
2026-07-31T17:20:24.904738,-44.33032525345676,False
2026-07-31T17:20:25.105455,-44.383809032197604,False
2026-07-31T17:20:25.306038,-46.39527698873414,False
2026-07-31T17:20:25.506573,-45.23848168629801,False
2026-07-31T17:20:25.707265,-43.218590374918485,False
2026-07-31T17:20:25.908666,-45.14304402561564,False
2026-07-31T17:20:26.109442,-53.452959834672406,True
2026-07-31T17:20:26.310434,-59.35896021931869,True
2026-07-31T17:20:26.510765,-45.09783478162842,False
2026-07-31T17:20:26.711429,-46.24628434492353,False
2026-07-31T17:20:26.911580,-46.270326046132766,False
2026-07-31T17:20:27.112048,-43.9136958258049,False
2026-07-31T17:20:27.312538,-46.945047540881134,False
2026-07-31T17:20:27.513772,-43.63772571307835,False
2026-07-31T17:20:27.714316,-43.1393678079865,False
2026-07-31T17:20:27.914754,-44.73917534976936,False
2026-07-31T17:20:28.115714,-46.34591997944924,False
2026-07-31T17:20:28.316008,-43.23907269509208,False
2026-07-31T17:20:28.516528,-43.71046406436287,False
2026-07-31T17:20:28.717260,-45.81548017879827,False
2026-07-31T17:20:28.917610,-44.24858400440819,False
2026-07-31T17:20:29.118630,-59.708275851845436,True
2026-07-31T17:20:29.318944,-44.763461956003376,False
2026-07-31T17:20:29.520061,-43.231124050462924,False
2026-07-31T17:20:29.721016,-44.22620645885832,False
2026-07-31T17:20:29.921560,-43.97762525280638,False
2026-07-31T17:20:30.122190,-43.36175178508068,False
2026-07-31T17:20:30.322576,-43.298570429857406,False
2026-07-31T17:20:30.523036,-45.469592551125714,False
2026-07-31T17:20:30.723341,-44.59044586214385,False
2026-07-31T17:20:30.923955,-45.846190862901835,False
2026-07-31T17:20:31.124749,-46.32216124089476,False
2026-07-31T17:20:31.325470,-46.67712258089787,False
2026-07-31T17:20:31.526049,-43.582623070816496,False
2026-07-31T17:20:31.726823,-44.75574351915615,False
2026-07-31T17:20:31.927364,-46.22577824530894,False
2026-07-31T17:20:32.130154,-43.982195825733534,False
2026-07-31T17:20:32.330910,-46.702728645636014,False
2026-07-31T17:20:32.531530,-46.04863915558907,False
