timestamp,rssi,movement
2026-07-31T17:50:59.079302,-44.46600240710044,False
2026-07-31T17:50:59.280016,-43.39317839916217,False
2026-07-31T17:50:59.480933,-46.92450589579607,False
2026-07-31T17:50:59.681544,-43.30449727527238,False
2026-07-31T17:50:59.882135,-44.44507351300789,False
2026-07-31T17:51:00.082736,-44.92934911373212,False
2026-07-31T17:51:00.283348,-43.2589162067272,False
2026-07-31T17:51:00.483983,-57.86779597642243,True
2026-07-31T17:51:00.684433,-43.920239628633965,False
2026-07-31T17:51:00.885175,-45.06035546163238,False
2026-07-31T17:51:01.085921,-45.40592696213089,False
2026-07-31T17:51:01.286756,-44.59890899586604,False
2026-07-31T17:51:01.487239,-46.02912150278931,False
2026-07-31T17:51:01.687836,-46.401341753678395,False
2026-07-31T17:51:01.888802,-44.43198781675257,False
2026-07-31T17:51:02.089126,-44.21467533744078,False
2026-07-31T17:51:02.289570,-43.22811666197535,False
2026-07-31T17:51:02.490751,-43.59954616440455,False
2026-07-31T17:51:02.691961,-43.88188508643707,False
2026-07-31T17:51:02.892636,-45.155869392443215,False
2026-07-31T17:51:03.093914,-45.69196179536762,False
2026-07-31T17:51:03.294965,-45.88726960119257,False
2026-07-31T17:51:03.495450,-43.18477847916024,False
2026-07-31T17:51:03.696369,-44.214998954816984,False
2026-07-31T17:51:03.896982,-44.82251559101864,False
2026-07-31T17:51:04.097360,-44.08009796345526,False
2026-07-31T17:51:04.297924,-44.54572103571179,False
2026-07-31T17:51:04.498398,-46.01236576686368,False
2026-07-31T17:51:04.698787,-44.93697477571536,False
2026-07-31T17:51:04.899685,-57.91514118457833,True
2026-07-31T17:51:05.100098,-52.6759406696047,True
2026-07-31T17:51:05.300877,-46.69752684327781,False
2026-07-31T17:51:05.501717,-46.01348946328436,False
2026-07-31T17:51:05.702412,-46.3252905041798,False
2026-07-31T17:51:05.903142,-46.96755761039475,False
2026-07-31T17:51:06.104133,-43.42550079126209,False
2026-07-31T17:51:06.305035,-46.472717819588254,False
2026-07-31T17:51:06.505964,-44.203304614419835,False
2026-07-31T17:51:06.706291,-45.811820981905186,False
2026-07-31T17:51:06.906566,-43.14406496153712,False
2026-07-31T17:51:07.106824,-61.8365880285551,True
2026-07-31T17:51:07.307574,-44.89265127057353,False
2026-07-31T17:51:07.507928,-59.94289489257322,True
2026-07-31T17:51:07.708977,-44.50056941254693,False
2026-07-31T17:51:07.909689,-44.75928046210781,False
2026-07-31T17:51:08.109892,-53.69622384428182,True
2026-07-31T17:51:08.310384,-44.236230002785085,False
2026-07-31T17:51:08.511061,-43.262819525502636,False
2026-07-31T17:51:08.711660,-44.52299056162261,False
2026-07-31T17:51:08.912117,-46.54924696628709,False
2026-07-31T17:51:09.112889,-43.950510720624465,False
2026-07-31T17:51:09.313318,-45.65561892769301,False
2026-07-31T17:51:09.513963,-43.89904772972048,False
2026-07-31T17:51:09.714995,-57.85637591737424,True
2026-07-31T17:51:09.915798,-44.78961183743977,False
2026-07-31T17:51:10.116562,-43.8002457516473,False
2026-07-31T17:51:10.317467,-44.02593424526694,False
2026-07-31T17:51:10.518031,-43.163320046683864,False
2026-07-31T17:51:10.718687,-43.00740678443875,False
2026-07-31T17:51:10.919935,-43.95341429371023,False
2026-07-31T17:51:11.121037,-44.206527685854645,False
2026-07-31T17:51:11.321776,-62.9530656857434,True
2026-07-31T17:51:11.522628,-45.09313953059078,False
2026-07-31T17:51:11.723336,-43.90782887414234,False
2026-07-31T17:51:11.923813,-43.98568810782877,False
2026-07-31T17:51:12.124358,-43.07620885324393,False
2026-07-31T17:51:12.324852,-44.37604958482124,False
2026-07-31T17:51:12.526089,-43.48960162020464,False
2026-07-31T17:51:12.727026,-43.47261681837019,False
2026-07-31T17:51:12.928090,-43.0825396594645,False
2026-07-31T17:51:13.128421,-44.882324476507996,False
2026-07-31T17:51:13.329153,-44.3477134844092,False
2026-07-31T17:51:13.529876,-46.156229388287805,False
2026-07-31T17:51:13.730642,-44.57192447196316,False
2026-07-31T17:51:13.931667,-46.35268105845032,False
2026-07-31T17:51:14.133060,-46.79208863314579,False
2026-07-31T17:51:14.333367,-45.86819654776521,False
2026-07-31T17:51:14.533707,-44.149164787551676,False
2026-07-31T17:51:14.734359,-44.135248329441296,False
2026-07-31T17:51:14.935041,-46.169607086013976,False
2026-07-31T17:51:15.135895,-43.88228970745116,False
2026-07-31T17:51:15.336525,-46.56581379261542,False
2026-07-31T17:51:15.537289,-46.677353832830384,False
2026-07-31T17:51:15.738410,-43.10630978370008,False
2026-07-31T17:51:15.938935,-44.26824629193385,False
2026-07-31T17:51:16.139944,-46.165774879240466,False
2026-07-31T17:51:16.340651,-44.37735023209571,False
2026-07-31T17:51:16.541302,-44.088287776471546,False
2026-07-31T17:51:16.742056,-55.94208820299443,True
2026-07-31T17:51:16.943219,-45.1017511990689,False
2026-07-31T17:51:17.143636,-44.183405751338746,False
2026-07-31T17:51:17.344245,-46.42728964075632,False
2026-07-31T17:51:17.545226,-44.35616776246484,False
2026-07-31T17:51:17.746089,-45.37713587073937,False
2026-07-31T17:51:17.946888,-44.44415117584583,False
2026-07-31T17:51:18.147836,-46.49151511185605,False
2026-07-31T17:51:18.349071,-45.23747119149763,False
2026-07-31T17:51:18.550009,-44.652815082741064,False
2026-07-31T17:51:18.750813,-60.87750853828073,True
2026-07-31T17:51:18.951227,-44.92281552117545,False
